movieId,title,timestamp,number of rating
6,Heat (1995),1337593559,20
6,Heat (1995),1085578997,20
6,Heat (1995),913057893,20
6,Heat (1995),1080681367,20
6,Heat (1995),957481884,20
6,Heat (1995),952358438,20
6,Heat (1995),946520615,20
6,Heat (1995),976423753,20
6,Heat (1995),1471386884,20
6,Heat (1995),1091067217,20
6,Heat (1995),1296195765,20
6,Heat (1995),994737953,20
6,Heat (1995),939471667,20
6,Heat (1995),1149462857,20
6,Heat (1995),974838752,20
6,Heat (1995),1156473327,20
6,Heat (1995),1393890301,20
7,Sabrina (1995),1462639898,12
7,Sabrina (1995),1047072215,12
7,Sabrina (1995),939717948,12
7,Sabrina (1995),898007831,12
7,Sabrina (1995),957479451,12
7,Sabrina (1995),976422719,12
7,Sabrina (1995),1091049760,12
7,Sabrina (1995),944321656,12
7,Sabrina (1995),945361906,12
7,Sabrina (1995),1021098817,12
7,Sabrina (1995),974837728,12
7,Sabrina (1995),1012593981,12
8,Tom and Huck (1995),968786809,1
9,Sudden Death (1995),945369995,1
10,GoldenEye (1995),1093028290,15
10,GoldenEye (1995),1467008381,15
10,GoldenEye (1995),1255591764,15
10,GoldenEye (1995),1101130624,15
10,GoldenEye (1995),1218403807,15
10,GoldenEye (1995),1054068559,15
10,GoldenEye (1995),898007870,15
10,GoldenEye (1995),1112269534,15
10,GoldenEye (1995),946521781,15
10,GoldenEye (1995),1471385100,15
10,GoldenEye (1995),1090907439,15
10,GoldenEye (1995),1296195616,15
10,GoldenEye (1995),974838889,15
10,GoldenEye (1995),1019124400,15
10,GoldenEye (1995),1145391869,15
11,"American President, The (1995)",1093028381,20
11,"American President, The (1995)",1166728170,20
11,"American President, The (1995)",948141296,20
11,"American President, The (1995)",1100533597,20
11,"American President, The (1995)",955090745,20
11,"American President, The (1995)",1048536701,20
11,"American President, The (1995)",939718559,20
11,"American President, The (1995)",898526635,20
11,"American President, The (1995)",957479332,20
11,"American President, The (1995)",949367730,20
11,"American President, The (1995)",976419907,20
11,"American President, The (1995)",1090907986,20
11,"American President, The (1995)",1296195998,20
11,"American President, The (1995)",944321835,20
11,"American President, The (1995)",1095897396,20
11,"American President, The (1995)",945362876,20
11,"American President, The (1995)",1418149949,20
11,"American President, The (1995)",974833372,20
11,"American President, The (1995)",1012593826,20
11,"American President, The (1995)",1145391997,20
12,Dracula: Dead and Loving It (1995),1062621382,5
12,Dracula: Dead and Loving It (1995),957795321,5
12,Dracula: Dead and Loving It (1995),974709821,5
12,Dracula: Dead and Loving It (1995),1276095731,5
12,Dracula: Dead and Loving It (1995),1019563753,5
13,Balto (1995),1462644085,3
13,Balto (1995),945369411,3
13,Balto (1995),974790534,3
14,Nixon (1995),1166586286,9
14,Nixon (1995),945276564,9
14,Nixon (1995),957895013,9
14,Nixon (1995),939724401,9
14,Nixon (1995),898007870,9
14,Nixon (1995),946527775,9
14,Nixon (1995),976420715,9
14,Nixon (1995),939342219,9
14,Nixon (1995),1053171195,9
15,Cutthroat Island (1995),1255593501,5
15,Cutthroat Island (1995),1462635671,5
15,Cutthroat Island (1995),898008634,5
15,Cutthroat Island (1995),974839652,5
15,Cutthroat Island (1995),1145389919,5
16,Casino (1995),1093070150,24
16,Casino (1995),1148672550,24
16,Casino (1995),945115684,24
16,Casino (1995),1467004892,24
16,Casino (1995),1255508530,24
16,Casino (1995),1085573826,24
16,Casino (1995),913048006,24
16,Casino (1995),1218404198,24
16,Casino (1995),939722228,24
16,Casino (1995),898008634,24
16,Casino (1995),1204995996,24
16,Casino (1995),946534269,24
16,Casino (1995),976420133,24
16,Casino (1995),1471386880,24
16,Casino (1995),1090908858,24
16,Casino (1995),1296196073,24
16,Casino (1995),939692158,24
16,Casino (1995),1447072053,24
16,Casino (1995),939342432,24
16,Casino (1995),986694981,24
16,Casino (1995),974841269,24
16,Casino (1995),1167158213,24
16,Casino (1995),1019138531,24
16,Casino (1995),1343732078,24
17,Sense and Sensibility (1995),997939404,18
17,Sense and Sensibility (1995),1228789756,18
17,Sense and Sensibility (1995),955092905,18
17,Sense and Sensibility (1995),1048536399,18
17,Sense and Sensibility (1995),939720907,18
17,Sense and Sensibility (1995),898008634,18
17,Sense and Sensibility (1995),957479132,18
17,Sense and Sensibility (1995),976419438,18
17,Sense and Sensibility (1995),1091049784,18
17,Sense and Sensibility (1995),1296195956,18
17,Sense and Sensibility (1995),939141338,18
17,Sense and Sensibility (1995),939328099,18
17,Sense and Sensibility (1995),945362632,18
17,Sense and Sensibility (1995),1353370957,18
17,Sense and Sensibility (1995),974778941,18
17,Sense and Sensibility (1995),974841452,18
17,Sense and Sensibility (1995),1012593374,18
17,Sense and Sensibility (1995),1145391936,18
18,Four Rooms (1995),945277971,5
18,Four Rooms (1995),976423954,5
18,Four Rooms (1995),1471388600,5
18,Four Rooms (1995),1091959887,5
18,Four Rooms (1995),974715602,5
19,Ace Ventura: When Nature Calls (1995),1093028409,19
19,Ace Ventura: When Nature Calls (1995),1148669114,19
19,Ace Ventura: When Nature Calls (1995),1255501766,19
19,Ace Ventura: When Nature Calls (1995),1088058230,19
19,Ace Ventura: When Nature Calls (1995),1218404015,19
19,Ace Ventura: When Nature Calls (1995),1462644085,19
19,Ace Ventura: When Nature Calls (1995),1434025058,19
19,Ace Ventura: When Nature Calls (1995),939720147,19
19,Ace Ventura: When Nature Calls (1995),1114172667,19
19,Ace Ventura: When Nature Calls (1995),957795512,19
19,Ace Ventura: When Nature Calls (1995),949367918,19
19,Ace Ventura: When Nature Calls (1995),976427428,19
19,Ace Ventura: When Nature Calls (1995),1471387811,19
19,Ace Ventura: When Nature Calls (1995),1296190090,19
19,Ace Ventura: When Nature Calls (1995),945365345,19
19,Ace Ventura: When Nature Calls (1995),974838427,19
19,Ace Ventura: When Nature Calls (1995),1167157922,19
19,Ace Ventura: When Nature Calls (1995),1019132168,19
19,Ace Ventura: When Nature Calls (1995),1145392014,19
20,Money Train (1995),1148720884,5
20,Money Train (1995),1062015416,5
20,Money Train (1995),946521220,5
20,Money Train (1995),1471578972,5
20,Money Train (1995),1019124922,5
21,Get Shorty (1995),1058249528,20
21,Get Shorty (1995),945276705,20
21,Get Shorty (1995),1470350794,20
21,Get Shorty (1995),1255597031,20
21,Get Shorty (1995),1086093635,20
21,Get Shorty (1995),913049013,20
21,Get Shorty (1995),939715755,20
21,Get Shorty (1995),898007647,20
21,Get Shorty (1995),1114172187,20
21,Get Shorty (1995),957480201,20
21,Get Shorty (1995),949367561,20
21,Get Shorty (1995),1091958515,20
21,Get Shorty (1995),1296195775,20
21,Get Shorty (1995),939072462,20
21,Get Shorty (1995),939329651,20
21,Get Shorty (1995),945363877,20
21,Get Shorty (1995),974809441,20
21,Get Shorty (1995),974832987,20
21,Get Shorty (1995),1167157502,20
21,Get Shorty (1995),1019124231,20
22,Copycat (1995),1093070415,10
22,Copycat (1995),1085574077,10
22,Copycat (1995),1151120862,10
22,Copycat (1995),946522830,10
22,Copycat (1995),976424048,10
22,Copycat (1995),1091958962,10
22,Copycat (1995),945367938,10
22,Copycat (1995),974715698,10
22,Copycat (1995),1167161268,10
22,Copycat (1995),1393891205,10
23,Assassins (1995),945278756,3
23,Assassins (1995),898007870,3
23,Assassins (1995),946534576,3
24,Powder (1995),1148673467,11
24,Powder (1995),913050793,11
24,Powder (1995),1462644086,11
24,Powder (1995),1062015179,11
24,Powder (1995),949384487,11
24,Powder (1995),976420743,11
24,Powder (1995),1296198402,11
24,Powder (1995),945445633,11
24,Powder (1995),960264734,11
24,Powder (1995),1167162836,11
24,Powder (1995),1145392651,11
25,Leaving Las Vegas (1995),1033345172,17
25,Leaving Las Vegas (1995),945115684,17
25,Leaving Las Vegas (1995),1337593272,17
25,Leaving Las Vegas (1995),956599039,17
25,Leaving Las Vegas (1995),1100533528,17
25,Leaving Las Vegas (1995),955092749,17
25,Leaving Las Vegas (1995),939721044,17
25,Leaving Las Vegas (1995),949374401,17
25,Leaving Las Vegas (1995),946532317,17
25,Leaving Las Vegas (1995),1090908000,17
25,Leaving Las Vegas (1995),1296195961,17
25,Leaving Las Vegas (1995),939691226,17
25,Leaving Las Vegas (1995),939340016,17
25,Leaving Las Vegas (1995),1332171560,17
25,Leaving Las Vegas (1995),1053087861,17
25,Leaving Las Vegas (1995),974712574,17
25,Leaving Las Vegas (1995),1111348887,17
26,Othello (1995),913117867,2
26,Othello (1995),1082754003,2
27,Now and Then (1995),898008658,2
27,Now and Then (1995),976421239,2
28,Persuasion (1995),956590655,7
28,Persuasion (1995),1218404673,7
28,Persuasion (1995),1102107967,7
28,Persuasion (1995),898008658,7
28,Persuasion (1995),940012794,7
28,Persuasion (1995),1387829869,7
28,Persuasion (1995),1012593423,7
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1467004961,9
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",915411448,9
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1433899932,9
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",965182022,9
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",976424683,9
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1091959504,9
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1017535257,9
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1155618177,9
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1343747245,9
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),939341117,2
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),974840718,2
31,Dangerous Minds (1995),1255591860,6
31,Dangerous Minds (1995),898007906,6
31,Dangerous Minds (1995),1077114665,6
31,Dangerous Minds (1995),1471385561,6
31,Dangerous Minds (1995),1091959143,6
31,Dangerous Minds (1995),1296193889,6
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),997938466,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1148730400,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),945122277,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1354676110,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1085581768,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),913047936,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1254008544,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1462640571,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),955093134,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1112268781,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),957535632,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1038621928,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),946527074,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1471384581,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1296189720,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),939049777,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),939341117,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),959965822,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),981314489,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),974712401,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1155616561,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1019132949,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1145390343,24
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1343746766,24
34,Babe (1995),997938310,28
34,Babe (1995),1166728173,28
34,Babe (1995),1039067883,28
34,Babe (1995),1322169717,28
34,Babe (1995),1255606447,28
34,Babe (1995),956591671,28
34,Babe (1995),1218402042,28
34,Babe (1995),1462638094,28
34,Babe (1995),1434332133,28
34,Babe (1995),1047071968,28
34,Babe (1995),939717358,28
34,Babe (1995),1062014388,28
34,Babe (1995),1112269498,28
34,Babe (1995),957535406,28
34,Babe (1995),949367479,28
34,Babe (1995),1067732233,28
34,Babe (1995),1471386491,28
34,Babe (1995),1091958458,28
34,Babe (1995),1296191457,28
34,Babe (1995),939071579,28
34,Babe (1995),939329179,28
34,Babe (1995),945363618,28
34,Babe (1995),959964987,28
34,Babe (1995),974780707,28
34,Babe (1995),974711349,28
34,Babe (1995),1012595891,28
34,Babe (1995),1112036128,28
34,Babe (1995),1145389461,28
36,Dead Man Walking (1995),1033345287,16
36,Dead Man Walking (1995),1339744008,16
36,Dead Man Walking (1995),956598974,16
36,Dead Man Walking (1995),1100533551,16
36,Dead Man Walking (1995),945993306,16
36,Dead Man Walking (1995),1218403917,16
36,Dead Man Walking (1995),946527132,16
36,Dead Man Walking (1995),976419552,16
36,Dead Man Walking (1995),1091958547,16
36,Dead Man Walking (1995),946843083,16
36,Dead Man Walking (1995),1093299814,16
36,Dead Man Walking (1995),1351225218,16
36,Dead Man Walking (1995),1022958803,16
36,Dead Man Walking (1995),974711403,16
36,Dead Man Walking (1995),1012604566,16
36,Dead Man Walking (1995),1145391943,16
38,It Takes Two (1995),1019227804,1
39,Clueless (1995),1093028334,22
39,Clueless (1995),1467003294,22
39,Clueless (1995),1255505029,22
39,Clueless (1995),1218403872,22
39,Clueless (1995),1462638110,22
39,Clueless (1995),1434024947,22
39,Clueless (1995),1048536677,22
39,Clueless (1995),939718559,22
39,Clueless (1995),898007906,22
39,Clueless (1995),957479350,22
39,Clueless (1995),949367778,22
39,Clueless (1995),946533260,22
39,Clueless (1995),976421630,22
39,Clueless (1995),1471386519,22
39,Clueless (1995),1090908007,22
39,Clueless (1995),1296195802,22
39,Clueless (1995),939072462,22
39,Clueless (1995),945362876,22
39,Clueless (1995),974778610,22
39,Clueless (1995),974714239,22
39,Clueless (1995),1012596049,22
39,Clueless (1995),1155875901,22
40,"Cry, the Beloved Country (1995)",898007947,1
41,Richard III (1995),913048297,4
41,Richard III (1995),946525631,4
41,Richard III (1995),1093278310,4
41,Richard III (1995),974713477,4
42,Dead Presidents (1995),945278415,4
42,Dead Presidents (1995),946520999,4
42,Dead Presidents (1995),940016257,4
42,Dead Presidents (1995),974839143,4
43,Restoration (1995),1062015566,3
43,Restoration (1995),976425795,3
43,Restoration (1995),974715515,3
44,Mortal Kombat (1995),1122576665,8
44,Mortal Kombat (1995),1255596165,8
44,Mortal Kombat (1995),1260705118,8
44,Mortal Kombat (1995),1054068756,8
44,Mortal Kombat (1995),1090908838,8
44,Mortal Kombat (1995),1296197500,8
44,Mortal Kombat (1995),974839306,8
44,Mortal Kombat (1995),1167162169,8
45,To Die For (1995),1060795346,12
45,To Die For (1995),957894251,12
45,To Die For (1995),939718559,12
45,To Die For (1995),898007947,12
45,To Die For (1995),949367602,12
45,To Die For (1995),946523444,12
45,To Die For (1995),976419946,12
45,To Die For (1995),1471383926,12
45,To Die For (1995),1093278335,12
45,To Die For (1995),1022959385,12
45,To Die For (1995),974713644,12
45,To Die For (1995),1111086063,12
46,How to Make an American Quilt (1995),957479762,2
46,How to Make an American Quilt (1995),974843382,2
47,Seven (a.k.a. Se7en) (1995),1054449816,32
47,Seven (a.k.a. Se7en) (1995),1148669590,32
47,Seven (a.k.a. Se7en) (1995),986745716,32
47,Seven (a.k.a. Se7en) (1995),1467004867,32
47,Seven (a.k.a. Se7en) (1995),1255503386,32
47,Seven (a.k.a. Se7en) (1995),958248432,32
47,Seven (a.k.a. Se7en) (1995),1086094595,32
47,Seven (a.k.a. Se7en) (1995),913233441,32
47,Seven (a.k.a. Se7en) (1995),1218399790,32
47,Seven (a.k.a. Se7en) (1995),1462637527,32
47,Seven (a.k.a. Se7en) (1995),1433899064,32
47,Seven (a.k.a. Se7en) (1995),939716937,32
47,Seven (a.k.a. Se7en) (1995),1062015877,32
47,Seven (a.k.a. Se7en) (1995),1137410807,32
47,Seven (a.k.a. Se7en) (1995),957534524,32
47,Seven (a.k.a. Se7en) (1995),1038621751,32
47,Seven (a.k.a. Se7en) (1995),946522753,32
47,Seven (a.k.a. Se7en) (1995),1151810489,32
47,Seven (a.k.a. Se7en) (1995),1471384576,32
47,Seven (a.k.a. Se7en) (1995),1090907975,32
47,Seven (a.k.a. Se7en) (1995),1296195557,32
47,Seven (a.k.a. Se7en) (1995),994738167,32
47,Seven (a.k.a. Se7en) (1995),1447071828,32
47,Seven (a.k.a. Se7en) (1995),940016006,32
47,Seven (a.k.a. Se7en) (1995),945367593,32
47,Seven (a.k.a. Se7en) (1995),978953596,32
47,Seven (a.k.a. Se7en) (1995),974844454,32
47,Seven (a.k.a. Se7en) (1995),1155616730,32
47,Seven (a.k.a. Se7en) (1995),1111348809,32
47,Seven (a.k.a. Se7en) (1995),1019132386,32
47,Seven (a.k.a. Se7en) (1995),1145390374,32
47,Seven (a.k.a. Se7en) (1995),1343731903,32
48,Pocahontas (1995),1255608841,13
48,Pocahontas (1995),1218954970,13
48,Pocahontas (1995),1462638445,13
48,Pocahontas (1995),1106705556,13
48,Pocahontas (1995),898007947,13
48,Pocahontas (1995),957479812,13
48,Pocahontas (1995),1091958954,13
48,Pocahontas (1995),1296197205,13
48,Pocahontas (1995),945362044,13
48,Pocahontas (1995),974839955,13
48,Pocahontas (1995),1012594230,13
48,Pocahontas (1995),1167159829,13
48,Pocahontas (1995),1145392232,13
49,When Night Is Falling (1995),946528236,2
49,When Night Is Falling (1995),974712958,2
50,"Usual Suspects, The (1995)",997938500,27
50,"Usual Suspects, The (1995)",1148670466,27
50,"Usual Suspects, The (1995)",945113887,27
50,"Usual Suspects, The (1995)",1467004833,27
50,"Usual Suspects, The (1995)",1255502804,27
50,"Usual Suspects, The (1995)",956598567,27
50,"Usual Suspects, The (1995)",1086272608,27
50,"Usual Suspects, The (1995)",913047839,27
50,"Usual Suspects, The (1995)",1228783190,27
50,"Usual Suspects, The (1995)",955089337,27
50,"Usual Suspects, The (1995)",939716937,27
50,"Usual Suspects, The (1995)",898007989,27
50,"Usual Suspects, The (1995)",957534412,27
50,"Usual Suspects, The (1995)",1022553465,27
50,"Usual Suspects, The (1995)",946522650,27
50,"Usual Suspects, The (1995)",1471383313,27
50,"Usual Suspects, The (1995)",1090908012,27
50,"Usual Suspects, The (1995)",1296195544,27
50,"Usual Suspects, The (1995)",1017535859,27
50,"Usual Suspects, The (1995)",940016006,27
50,"Usual Suspects, The (1995)",981314122,27
50,"Usual Suspects, The (1995)",974710590,27
50,"Usual Suspects, The (1995)",1155616536,27
50,"Usual Suspects, The (1995)",1111102828,27
50,"Usual Suspects, The (1995)",1064741727,27
50,"Usual Suspects, The (1995)",1145390204,27
50,"Usual Suspects, The (1995)",1343746665,27
52,Mighty Aphrodite (1995),1093070271,12
52,Mighty Aphrodite (1995),945122740,12
52,Mighty Aphrodite (1995),956600232,12
52,Mighty Aphrodite (1995),1085574005,12
52,Mighty Aphrodite (1995),939718327,12
52,Mighty Aphrodite (1995),957480336,12
52,Mighty Aphrodite (1995),976421944,12
52,Mighty Aphrodite (1995),939329345,12
52,Mighty Aphrodite (1995),1086367263,12
52,Mighty Aphrodite (1995),974714756,12
52,Mighty Aphrodite (1995),1167161304,12
52,Mighty Aphrodite (1995),1111796480,12
54,"Big Green, The (1995)",945364826,1
55,Georgia (1995),960265403,2
55,Georgia (1995),974842510,2
57,Home for the Holidays (1995),939724436,7
57,Home for the Holidays (1995),898008658,7
57,Home for the Holidays (1995),976421122,7
57,Home for the Holidays (1995),960264595,7
57,Home for the Holidays (1995),1135940915,7
57,Home for the Holidays (1995),974842470,7
57,Home for the Holidays (1995),1012606184,7
58,"Postman, The (Postino, Il) (1994)",1148672099,7
58,"Postman, The (Postino, Il) (1994)",956598787,7
58,"Postman, The (Postino, Il) (1994)",957479201,7
58,"Postman, The (Postino, Il) (1994)",1296197114,7
58,"Postman, The (Postino, Il) (1994)",939341261,7
58,"Postman, The (Postino, Il) (1994)",1089218266,7
58,"Postman, The (Postino, Il) (1994)",1112399554,7
60,"Indian in the Cupboard, The (1995)",945277094,8
60,"Indian in the Cupboard, The (1995)",1470720095,8
60,"Indian in the Cupboard, The (1995)",913048438,8
60,"Indian in the Cupboard, The (1995)",1462644085,8
60,"Indian in the Cupboard, The (1995)",1091959553,8
60,"Indian in the Cupboard, The (1995)",974839888,8
60,"Indian in the Cupboard, The (1995)",1167163380,8
60,"Indian in the Cupboard, The (1995)",1145393087,8
61,Eye for an Eye (1996),898007989,2
61,Eye for an Eye (1996),974843382,2
62,Mr. Holland's Opus (1995),1093028336,17
62,Mr. Holland's Opus (1995),1166728220,17
62,Mr. Holland's Opus (1995),913049366,17
62,Mr. Holland's Opus (1995),955093709,17
62,Mr. Holland's Opus (1995),1106700701,17
62,Mr. Holland's Opus (1995),939724163,17
62,Mr. Holland's Opus (1995),1062015343,17
62,Mr. Holland's Opus (1995),1114172352,17
62,Mr. Holland's Opus (1995),946528837,17
62,Mr. Holland's Opus (1995),976420061,17
62,Mr. Holland's Opus (1995),1091958551,17
62,Mr. Holland's Opus (1995),1296195949,17
62,Mr. Holland's Opus (1995),939328501,17
62,Mr. Holland's Opus (1995),960264029,17
62,Mr. Holland's Opus (1995),974842721,17
62,Mr. Holland's Opus (1995),1012605059,17
62,Mr. Holland's Opus (1995),1145391949,17
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1304411684,1
64,Two if by Sea (1996),957479883,3
64,Two if by Sea (1996),946277009,3
64,Two if by Sea (1996),945363167,3
65,Bio-Dome (1996),1255587668,5
65,Bio-Dome (1996),957795547,5
65,Bio-Dome (1996),1296192303,5
65,Bio-Dome (1996),945365606,5
65,Bio-Dome (1996),1028111080,5
66,Lawnmower Man 2: Beyond Cyberspace (1996),974844872,2
66,Lawnmower Man 2: Beyond Cyberspace (1996),1019133230,2
68,French Twist (Gazon maudit) (1995),940013280,3
68,French Twist (Gazon maudit) (1995),959965942,3
68,French Twist (Gazon maudit) (1995),974713920,3
69,Friday (1995),1255851405,4
69,Friday (1995),1075915788,4
69,Friday (1995),1093295992,4
69,Friday (1995),1273518992,4
70,From Dusk Till Dawn (1996),1093070467,15
70,From Dusk Till Dawn (1996),1007352836,15
70,From Dusk Till Dawn (1996),1255596154,15
70,From Dusk Till Dawn (1996),957980283,15
70,From Dusk Till Dawn (1996),959734582,15
70,From Dusk Till Dawn (1996),1433945801,15
70,From Dusk Till Dawn (1996),957534713,15
70,From Dusk Till Dawn (1996),946520908,15
70,From Dusk Till Dawn (1996),1471383662,15
70,From Dusk Till Dawn (1996),1090908842,15
70,From Dusk Till Dawn (1996),939471667,15
70,From Dusk Till Dawn (1996),974708918,15
70,From Dusk Till Dawn (1996),1165292373,15
70,From Dusk Till Dawn (1996),1145392363,15
70,From Dusk Till Dawn (1996),1343827611,15
71,Fair Game (1995),1062015204,3
71,Fair Game (1995),1090907750,3
71,Fair Game (1995),974839391,3
72,Kicking and Screaming (1995),1136869961,3
72,Kicking and Screaming (1995),946523596,3
72,Kicking and Screaming (1995),939329345,3
73,"Misérables, Les (1995)",1047071337,2
73,"Misérables, Les (1995)",974841398,2
74,Bed of Roses (1996),956081702,5
74,Bed of Roses (1996),898007989,5
74,Bed of Roses (1996),1016590266,5
74,Bed of Roses (1996),945362943,5
74,Bed of Roses (1996),974842967,5
76,Screamers (1995),974715792,1
77,Nico Icon (1995),974715861,1
78,"Crossing Guard, The (1995)",945706968,4
78,"Crossing Guard, The (1995)",957895295,4
78,"Crossing Guard, The (1995)",945993516,4
78,"Crossing Guard, The (1995)",974842547,4
79,"Juror, The (1996)",898008684,2
79,"Juror, The (1996)",976421101,2
81,Things to Do in Denver When You're Dead (1995),957534758,4
81,Things to Do in Denver When You're Dead (1995),1151120724,4
81,Things to Do in Denver When You're Dead (1995),940013280,4
81,Things to Do in Denver When You're Dead (1995),974716258,4
82,Antonia's Line (Antonia) (1995),1044220302,2
82,Antonia's Line (Antonia) (1995),965182946,2
83,Once Upon a Time... When We Were Colored (1995),898008016,1
85,Angels and Insects (1995),974810752,3
85,Angels and Insects (1995),974842470,3
85,Angels and Insects (1995),1155485539,3
86,White Squall (1996),976420610,2
86,White Squall (1996),974843206,2
87,Dunston Checks In (1996),945369382,2
87,Dunston Checks In (1996),974838063,2
88,Black Sheep (1996),948837547,6
88,Black Sheep (1996),946524155,6
88,Black Sheep (1996),1471385106,6
88,Black Sheep (1996),1296192404,6
88,Black Sheep (1996),945365379,6
88,Black Sheep (1996),974838134,6
89,Nick of Time (1995),1148669357,6
89,Nick of Time (1995),1462644085,6
89,Nick of Time (1995),898008016,6
89,Nick of Time (1995),976424143,6
89,Nick of Time (1995),945368183,6
89,Nick of Time (1995),974715602,6
92,Mary Reilly (1996),1119925079,2
92,Mary Reilly (1996),974842216,2
93,Vampire in Brooklyn (1995),1143548997,2
93,Vampire in Brooklyn (1995),974838350,2
94,Beautiful Girls (1996),1166587063,8
94,Beautiful Girls (1996),957895047,8
94,Beautiful Girls (1996),976420414,8
94,Beautiful Girls (1996),1017534656,8
